text,offline_crime,online_crime,drugs,gambling,pornography,prostitution,slavery,suicide,terrorism,weapons,body_shaming,health_shaming,politics,racism,religion,sexual_minorities,sexism,social_injustice
Применение средств индивидуальной защиты органов дыхания для защиты от заражения вирусной инфекцией,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Одноразовые СИЗОД после покидания места массового скопления людей или по истечении времени (оптимистичный сценарий: маски до 2 часов, плотные респираторы до 4 часов) должны быть сняты и заменены на новые.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"В общественных местах лучше использовать перчатки, которые нужно выбрасывать при покидании данного места. После снятия перчаток руки все равно нужно обработать антисептиком, так как снимая перчатки, вы можете подцепить на пальцы инфекцию с них.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"После завтрака были повторены уже пройденные темы, были разобраны имеющиеся вопросы. Также были рассмотрены методы оказания первой помощи при остановке дыхания, переломах, и других вопросы.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Демонстрация работы на порез и укол:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Неумело осуществляя массаж сердца можно легко сломать ребра и повредить легкие (вызвать тот же пневматоракс) или же наоборот – не достигнуть необходимого эффекта.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"дурная привычка бить кулаком.......вечно ""разбитые"" руки",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ну и разумеется в конце проверка не только состоятельности жгутов и повязок, но и перчаток - чтобы ни капли крови.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Т.е. тактики на озвученных этапах больше, чем самой медицины, которая сводится к простейшим манипуляциям, особенно это касается «красной зоны».",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Александр Арутюнов , а что вы думаете насчет гиперэкстензии с отягощением,у меня вот грыжа становая не мой вариант ни как уж точно, планка с гирей тоже,?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"То есть поручень в общественном транспорте - тоже распространитель инфекции. И ручка корзины в магазине. И много еще того, чего вы касаетесь руками в общественных местах, а потом теми же руками лапаете себя за нос и глаза.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Очень упрощенно порядок действий при остановке кровотечения выглядит так: прижатие – жгут (турникет) – тампонада – повязка.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Автор: Jim Beam,  5 декабря 2015 - Тактическая медицина / оказание первой помощи",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Автор: Jim Beam,  8 июля 2017 - Тактическая медицина / оказание первой помощи",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
У мед. справки разве не год срок действия?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Манипуляции, имеющие своей целью остановку кровотечения настолько важны, что они, то единственное, что приписано выполнять в «красной зоне».",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Надеюсь с парнем все хорошо, скорейшего ему выздоровления! Спасибо.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"P.S. kneejnick1 - не вывешивай больше такого. Пожалуйста. Очень тебя прошу. Я на эту хрень убил два часа. Исключительно из любви к вам, и по многочисленным просьбам. Два часа у меня болел мозг и кровоточили глаза.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Иначе могут быть серьезные травмы, по крайней мере поначалу.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
С огромной долей вероятности ранение означает кровотечение.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Celox эффективен при остановке крови, охлажденной до 13,3 градусов, и крови, содержащей антикоагулянты (например, варфарин).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Не аллергенен. Не требует особых условий хранения (от – 40 до  60 град.С), срок хранения составляет не менее 4 лет.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Но прежде, чем разбираться – ребята, как, черт побери, гемостатики, жгут и медицина вообще могла попасть в разряд полезных мелочей применительно к биваку!?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Главное в том, что Катулин постоянно озвучивает идею выработки единых протоколов (или если хотите - алгоритмов) оказания первой помощи.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Дополнение - также возможно циклотимное РЛциклотимия - тогда очень рекомендуется посетить специалиста т.к. в этом случае может потребоваться фарма. Без неё будешь страдать, насколько сильно - зависит от степени расстройства.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
лечить язву! во время операции при введение некоторых препаратов у тебя откроется кровотечение язвы и тогда тебе будет кирдык на операционном столе  если хочешь про,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
В голове у себя слушаешь? Таблетки выпил?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Позвоночник в шейном отделечмт.Возможно даже полностью восстановится, если скорая за час успеет на операционный стол доставить.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
попробуй глицин - в каждой аптеке есть - на крайняк попей пустырника или валерьянки,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Оставь сестру в покое, принимай таблетки.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Синусовая тахикардия. Горизонтальная желудочная ось сердца с признаками гипертрофии левого желудочка с изменениями в миокарде,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Скорее беги к врачу, у тебя симптомы необратимых изменений в гипофизе, разьебанное сердце, пиздецома рук и ног диабет на кладбище, пролапс всех метастазов и коровья пизда в ушахх и аутоимунное.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Во время паралича приходит галюцинация, она не сможет вас задушить",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Эти симптомы могут означать болячки от ВСД до опухоли мозга, так что - да.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Любая чмт может привести в расстройству дыхания и работы сердца.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"система психолого-педагогических и медико-социальных мер, направленных на исправление физических или психических наруше",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"У них фобия и они забыли выпить таблетку, поэтому у них паника:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Лечат ли булимию в Психоневрологическом диспансере?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Дебил4 тяжелых сотрясения мозгаНу как бы да,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"К гастроэнтерологу, дерматологу, эндокринологу и ради успокоения КТ места в котором преследуют боли.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Сколько примерно осталось человеку, если у него начался онкологический процесс с первой стадии без лечения?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Мыльня́нка лека́рственная лат. Sá ffás, от лат. s — мыло, что указывает на свойство отвара растения пениться — травянистое растение, типовой вид рода Мыльнянка семейства Гвоздичные.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Болезни и травмы органов дыхания 60-90 слов Вегетативная нервная система 60-90 слов Соединения костей 60-90 слов.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Что за больной ублюдок это рисует?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"есть врачи? мне 30, СОЕ РОЕ = 50, ничего не болит, что может быть? спасибо. пью препарат от шизы давно.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"так причина кашля нам неизвестна, что у собаки-аденовироз, проблема с сосудами сердца  сердечный кашель, заглищенность, заболевания верхних дыхательных путей бактериального плана?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Опасно. При панкреатите часто следует болевой шок, который может тебя прикончить.Скорая увезет в больничку если будут подозрения на этот диагноз.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Аппарат дарсонваль для кожи хорошая вещь?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Боли в этой области живота, возможно, дискинезия желчевыводящих путей и\или камни в желчном пузыре. К участковому на обследование. Пока может быть, цветки бессмертника попить.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"воспаление, гормоны, щитовидка, киста, миома, инфекция - выбирайте, что больше нравится, а я назначу лечение",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Чем отличаются онкологические заболевания от рака?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Как умирают от Спида? Какие могут быть симптомы и последствия ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"пикрил твой для параноиков, и с него ноги пиздец крутит, его в комплексе с аминазином шизикам ебршат или в накркологии",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Последствие воспалительного процесса... для поступление в ВУЗ препятствий нет... но! обратитесь к терапевту,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Скоро будешь просыпаться по утрам и блевать желочью. Возможен другой исход, будешь просыпаться от того что желудочный сок будет выходить через нос.мимомедик",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Это правда что если прийти к обычному врачу по месту жительства с проблемами с психикой, то потом не возьмут",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ПедиатрПсихиатрДерматологитд. осмотр и пальпация. Общие анализы,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Таблетки Анаферон – это гомеопатическое лекарство, оказывающее иммуномодулирующее и противовирусное влияние на организм.От повышенной температуры не помогает и не должен...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Увеличены лимфоузлы, кожный кусающий зуд, температура, боли в костях",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Можно ли стать проф. баскетболистом с хроническим заболеванием пиелонефрит, стадия ремиссия",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Невролог занимается лечением заболеваний связанных с деятельностью нервной системы и если у больного происходят не произвольные движения это неврология. Психиатр лечит психические заболевания человека и только.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
t - HBs Повышение уровня:успешная вакцинация против гепатита В;острый гепатит В - фаза выздоровления;хронический гепатит В с низкой инфекционностью.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
пиздец у вас густая кровьпей 1/4 аспирина в день азаз,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"где найти? добрые люди подскажите где можно найти специалиста в области неврологии, изучающий рассеяный склероз.?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Вы пьете на ночь что перед сном?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"нужно посетить врача и выяснить причину-аллергия. дерматит, паразитарное заболевание",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"ты имеешь в виду сериальчик про лейкоцит и антибиотик, которые типа копы?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Через какое время начинает помогать таблетка от молочн цвет флюканазол?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
кровь из вены на гормоны щитовидной железы,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"толку от них ноль, так что практически завязал с этим делом. Либо выпил таблетку и все равно не ссышь, либо ссышь, но потом горло пересыхает и херачишь воду литрами.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Проще всего - выпить столовую ложку жидкого вазелина. Но сейчас его в аптеке трудно купить - редкость. Выпей ДВЕ столовых ложки растительного масла.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"ваша дозировка Полисорба - 1-2 столовые ложки «с горкой» на 1 прием развести в - мл воды, сока или компота. Принимать полисорб необходимо 3 раза в день, я пила после1,5 часа после еды. Выздоравливайте.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"это базовое понятие. я понимаю, что он не помнит, что такое милиарный туберкулез и чем он от,например, коревой бронхопневмонии отличается, а вот базу фармакокинетики знать,помнить должен и обязан. это азбука.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"в чем отличие психосоматичесских, соматичесских и соматоформных заболеваний?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"У меня оба деда, дядя и батя недавно прошли химию. У нас тоже распыляют? Фигово.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
БольШой желудок бывает с разными болезнями. Врач должен назначать диету,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"если нет выраженной гипертрофии сердечной мышцы, то никакого риска",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Даже представляю, как медэксперты говорят: открытая черепно-мозговая, девственник, перелом позвоночника...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Съела 37 г Сникерса и живот начал болеть почему он болит?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Сколько живут кошки с хронической почечной недостаточностью?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Болезни желудочно кишечного тракта или глисты,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Можно ли заниматься тайским боксом,  шейным остеохондрозом и всд",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"пока горело ты был без сознания, а ожог долго не заживает",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Однозначно к врачам. Сделать УЗИ. Пульзация кровеносного сосуда на шеи Может быть симптомом аневризмы сосуда. Это опасно.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"у меня тоже иногда такое бывает, от усталости и недосыпа. если честно, то просто ногтём сковыриваю, иначе ощущение будто что то глаз царапает.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Сколько живут с неоперабельной опухолью мозга. Человек страдает головными болями можно сказать всю жизнь, недавно с ней",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
спайки на мозговой коре удаляет или кисту мозга,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Конечно не пахнет. Чистая шлаковая диета- это ж запоры замучают.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Начальная стадия болезни Альцгеймера. Хорошо лечится гипнзом.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
только психотерапией у адекватного психотерапевталекарства - ну там транки и нейролептики всякие при этом заболевнаии вообще не помогают,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Слабость и как следствие потливость может быть при любых заболеваинях,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Здоровье ""А"" это что значит? Аховое? Чихнули и ты свалилась?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
супа поесть и спать корвалол занять у соседей,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Нужен - как раздражитель Дыхательного и ССосудистого Центра ..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
реакция на травматическое удаление. после длительного кровотечения еще и болеть будет. повторно к своему стоматологу за больничным и рецептом на антибиотики и др. противовоспалительные.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"В свое время чуть не сдох от гнойного воспаления с типичным двачерским диагнозом парапроктит лал. Температура была слегка за 40, адская боль, лежал спал, видел какие-то ебанутые видения, но ничего вспомнить не могу.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Здравствуйте такой зуд может быть и при аллергическом и малассезиозном дерматитах, питомца срочно стоит отвести к дерматологу, сдать анализы по назначению доктора, а уже после ему назначат эффективное лечение Дерматит у кошек и собак",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Может быть, что угодно... Соскоб надо сдать. Можно еще Акридерм ГК взять, он помогает при многих кожных проблема. В составе бетаметазон, гентамицин и клотримазол - при аллергии и при грибке быстро поможет.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
неправильное питание стресс высокая хеликобактер пилорифакторы провоцирующие гастрит,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
результаты хуже будут! хотя диеты и запары с калориями нужны только для похудения,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Боль - это рана. А она всегда болит. Плохое - это боль.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Отверстия  лакуны в миндалинах являются нормальной анатомией небных миндалин.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Типа для поднятия иммунитета. По суди бред. Научно доказано,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"ВСДшник гипертоник. Что делать чтобы получить ВБ? Пили прохладную. Куда нести все эти справки?4 сотрясения мозга, ВСД, гипертония, сколиоз, смещение 3/4 шейных позвонков",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
У них было странное заболевание. Их рвало при виде других людей. Даже своего собственного отражения,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"насколько я помню, АД при БАРе опасны в маниакальных стадиях, а по большей части у меня депрессивная",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"низкий гемоглобин, поэтому крови хотят при низком гемоглобине синяки под глазами",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Нарушение пищевого поведенияЛёл, это как? Пердеть во время еды?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Какие упражнения эффективны при грудном остеохондрозе?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
а в 13 заработал грыжу позвоночника и геморрой,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Я тебя понимаю оп. У самого бредовое расстройство. Мне доставляет врать. Ибо жуткая паранойя, я уже толком с людишками разговаривать разучился",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Психиатры лечат таблетки от неё дадут,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Тревожный невроз может быть следствием Большого депрессивного растройства у которого причины биологические. Таблетки в данном случае помогают.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"НервохельКорвалол купи, если совсем прижмет пей 10 капель.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
какие цифры самые высокие и самые низкие? это важно для установки причины лихорадки и распознания ее типа. Может у вас пиелонефрит? Что-то еще беспокоит?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"а Сам по себе - нет, даже с учетом диеты, режима и прочего.б При обострениях -нет однозначно. В остальное время - без одержимости.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Может это взрослый мужыг, у которого упячка головного мозга?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
